층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점
3층,A블록,4,12,3층 A블록4열 12,1440,2293,1268,3층 G블록4열 3
3층,A블록,4,13,3층 A블록4열 13,1406,2329,1268,3층 G블록4열 2
3층,A블록,4,14,3층 A블록4열 14,1372,2365,1268,3층 G블록4열 1
3층,B블록,4,1,3층 B블록4열 1,1261,2481,1268,3층 F블록4열 7
3층,B블록,4,2,3층 B블록4열 2,1222,2523,1268,3층 F블록4열 6
3층,B블록,4,3,3층 B블록4열 3,1183,2564,1268,3층 F블록4열 5
3층,B블록,4,4,3층 B블록4열 4,1144,2605,1268,3층 F블록4열 4
3층,B블록,4,5,3층 B블록4열 5,1104,2647,1268,3층 F블록4열 3
3층,B블록,4,6,3층 B블록4열 6,1065,2688,1268,3층 F블록4열 2
3층,B블록,4,7,3층 B블록4열 7,1026,2729,1268,3층 F블록4열 1
3층,C블록,4,1,3층 C블록4열 1,865,2811,1268,3층 E블록4열 10
3층,C블록,4,2,3층 C블록4열 2,816,2816,1268,3층 E블록4열 9
3층,C블록,4,3,3층 C블록4열 3,767,2820,1268,3층 E블록4열 8
3층,C블록,4,4,3층 C블록4열 4,718,2824,1268,3층 E블록4열 7
3층,C블록,4,5,3층 C블록4열 5,669,2828,1268,3층 E블록4열 6
3층,C블록,4,6,3층 C블록4열 6,620,2832,1268,3층 E블록4열 5
3층,C블록,4,7,3층 C블록4열 7,571,2835,1268,3층 E블록4열 4
3층,C블록,4,8,3층 C블록4열 8,522,2838,1268,3층 E블록4열 3
3층,C블록,4,9,3층 C블록4열 9,472,2842,1268,3층 E블록4열 2
3층,C블록,4,10,3층 C블록4열 10,423,2844,1268,3층 E블록4열 1
3층,D블록,4,1,3층 D블록4열 1,271,2850,1268,3층 D블록4열 12
3층,D블록,4,2,3층 D블록4열 2,222,2851,1268,3층 D블록4열 11
3층,D블록,4,3,3층 D블록4열 3,172,2852,1268,3층 D블록4열 10
3층,D블록,4,4,3층 D블록4열 4,123,2853,1268,3층 D블록4열 9
3층,D블록,4,5,3층 D블록4열 5,73,2854,1268,3층 D블록4열 8
3층,D블록,4,6,3층 D블록4열 6,24,2854,1268,3층 D블록4열 7
3층,D블록,4,7,3층 D블록4열 7,-24,2854,1268,3층 D블록4열 6
3층,D블록,4,8,3층 D블록4열 8,-73,2854,1268,3층 D블록4열 5
3층,D블록,4,9,3층 D블록4열 9,-123,2853,1268,3층 D블록4열 4
3층,D블록,4,10,3층 D블록4열 10,-172,2852,1268,3층 D블록4열 3
3층,D블록,4,11,3층 D블록4열 11,-222,2851,1268,3층 D블록4열 2
3층,D블록,4,12,3층 D블록4열 12,-271,2850,1268,3층 D블록4열 1
3층,E블록,4,1,3층 E블록4열 1,-423,2844,1268,3층 C블록4열 10
3층,E블록,4,2,3층 E블록4열 2,-472,2842,1268,3층 C블록4열 9
3층,E블록,4,3,3층 E블록4열 3,-522,2838,1268,3층 C블록4열 8
3층,E블록,4,4,3층 E블록4열 4,-571,2835,1268,3층 C블록4열 7
3층,E블록,4,5,3층 E블록4열 5,-620,2832,1268,3층 C블록4열 6
3층,E블록,4,6,3층 E블록4열 6,-669,2828,1268,3층 C블록4열 5
3층,E블록,4,7,3층 E블록4열 7,-718,2824,1268,3층 C블록4열 4
3층,E블록,4,8,3층 E블록4열 8,-767,2820,1268,3층 C블록4열 3
3층,E블록,4,9,3층 E블록4열 9,-816,2816,1268,3층 C블록4열 2
3층,E블록,4,10,3층 E블록4열 10,-865,2811,1268,3층 C블록4열 1
3층,F블록,4,1,3층 F블록4열 1,-1026,2729,1268,3층 B블록4열 7
3층,F블록,4,2,3층 F블록4열 2,-1065,2688,1268,3층 B블록4열 6
3층,F블록,4,3,3층 F블록4열 3,-1104,2647,1268,3층 B블록4열 5
3층,F블록,4,4,3층 F블록4열 4,-1144,2605,1268,3층 B블록4열 4
3층,F블록,4,5,3층 F블록4열 5,-1183,2564,1268,3층 B블록4열 3
3층,F블록,4,6,3층 F블록4열 6,-1222,2523,1268,3층 B블록4열 2
3층,F블록,4,7,3층 F블록4열 7,-1261,2481,1268,3층 B블록4열 1
3층,G블록,4,1,3층 G블록4열 1,-1372,2365,1268,3층 A블록4열 14
3층,G블록,4,2,3층 G블록4열 2,-1406,2329,1268,3층 A블록4열 13
3층,G블록,4,3,3층 G블록4열 3,-1440,2293,1268,3층 A블록4열 12
3층,G블록,4,4,3층 G블록4열 4,-1475,2257,1268,3층 A블록4열 11
3층,G블록,4,5,3층 G블록4열 5,-1509,2220,1268,3층 A블록4열 10
3층,G블록,4,6,3층 G블록4열 6,-1544,2184,1268,3층 A블록4열 9
3층,G블록,4,7,3층 G블록4열 7,-1578,2148,1268,3층 A블록4열 8
3층,G블록,4,8,3층 G블록4열 8,-1613,2112,1268,3층 A블록4열 7
3층,G블록,4,9,3층 G블록4열 9,-1647,2075,1268,3층 A블록4열 6
3층,G블록,4,10,3층 G블록4열 10,-1681,2039,1268,3층 A블록4열 5
3층,G블록,4,11,3층 G블록4열 11,-1716,2003,1268,3층 A블록4열 4
3층,G블록,4,12,3층 G블록4열 12,-1750,1967,1268,3층 A블록4열 3
3층,G블록,4,13,3층 G블록4열 13,-1785,1930,1268,3층 A블록4열 2
3층,G블록,4,14,3층 G블록4열 14,-1819,1894,1268,3층 A블록4열 1
3층,A블록,5,1,3층 A블록5열 1,1823,2035,1328,3층 G블록5열 12
3층,A블록,5,2,3층 A블록5열 2,1788,2072,1328,3층 G블록5열 11
3층,A블록,5,3,3층 A블록5열 3,1754,2108,1328,3층 G블록5열 10
3층,A블록,5,4,3층 A블록5열 4,1719,2144,1328,3층 G블록5열 9
3층,A블록,5,5,3층 A블록5열 5,1685,2180,1328,3층 G블록5열 8
3층,A블록,5,6,3층 A블록5열 6,1651,2217,1328,3층 G블록5열 7
3층,A블록,5,7,3층 A블록5열 7,1616,2253,1328,3층 G블록5열 6
3층,A블록,5,8,3층 A블록5열 8,1582,2289,1328,3층 G블록5열 5
3층,A블록,5,9,3층 A블록5열 9,1547,2325,1328,3층 G블록5열 4
3층,A블록,5,10,3층 A블록5열 10,1513,2362,1328,3층 G블록5열 3
3층,A블록,5,11,3층 A블록5열 11,1478,2398,1328,3층 G블록5열 2
3층,A블록,5,12,3층 A블록5열 12,1444,2434,1328,3층 G블록5열 1
3층,B블록,5,1,3층 B블록5열 1,1334,2550,1328,3층 F블록5열 7
3층,B블록,5,2,3층 B블록5열 2,1293,2594,1328,3층 F블록5열 6
3층,B블록,5,3,3층 B블록5열 3,1251,2637,1328,3층 F블록5열 5
3층,B블록,5,4,3층 B블록5열 4,1210,2681,1328,3층 F블록5열 4
3층,B블록,5,5,3층 B블록5열 5,1169,2724,1328,3층 F블록5열 3
3층,B블록,5,6,3층 B블록5열 6,1127,2768,1328,3층 F블록5열 2
3층,B블록,5,7,3층 B블록5열 7,1086,2811,1328,3층 F블록5열 1
3층,C블록,5,1,3층 C블록5열 1,914,2907,1328,3층 E블록5열 11
3층,C블록,5,2,3층 C블록5열 2,865,2911,1328,3층 E블록5열 10
3층,C블록,5,3,3층 C블록5열 3,816,2916,1328,3층 E블록5열 9
3층,C블록,5,4,3층 C블록5열 4,768,2920,1328,3층 E블록5열 8
3층,C블록,5,5,3층 C블록5열 5,719,2925,1328,3층 E블록5열 7
3층,C블록,5,6,3층 C블록5열 6,671,2929,1328,3층 E블록5열 6
3층,C블록,5,7,3층 C블록5열 7,622,2932,1328,3층 E블록5열 5
3층,C블록,5,8,3층 C블록5열 8,573,2935,1328,3층 E블록5열 4
3층,C블록,5,9,3층 C블록5열 9,525,2938,1328,3층 E블록5열 3
3층,C블록,5,10,3층 C블록5열 10,476,2942,1328,3층 E블록5열 2
3층,C블록,5,11,3층 C블록5열 11,427,2944,1328,3층 E블록5열 1
3층,D블록,5,1,3층 D블록5열 1,274,2950,1328,3층 D블록5열 12
3층,D블록,5,2,3층 D블록5열 2,224,2951,1328,3층 D블록5열 11
3층,D블록,5,3,3층 D블록5열 3,174,2952,1328,3층 D블록5열 10
3층,D블록,5,4,3층 D블록5열 4,124,2953,1328,3층 D블록5열 9
3층,D블록,5,5,3층 D블록5열 5,74,2954,1328,3층 D블록5열 8
3층,D블록,5,6,3층 D블록5열 6,24,2954,1328,3층 D블록5열 7
3층,D블록,5,7,3층 D블록5열 7,-24,2954,1328,3층 D블록5열 6
3층,D블록,5,8,3층 D블록5열 8,-74,2954,1328,3층 D블록5열 5
3층,D블록,5,9,3층 D블록5열 9,-124,2953,1328,3층 D블록5열 4
3층,D블록,5,10,3층 D블록5열 10,-174,2952,1328,3층 D블록5열 3
3층,D블록,5,11,3층 D블록5열 11,-224,2951,1328,3층 D블록5열 2
3층,D블록,5,12,3층 D블록5열 12,-274,2950,1328,3층 D블록5열 1
3층,E블록,5,1,3층 E블록5열 1,-427,2944,1328,3층 C블록5열 11
3층,E블록,5,2,3층 E블록5열 2,-476,2942,1328,3층 C블록5열 10
3층,E블록,5,3,3층 E블록5열 3,-525,2938,1328,3층 C블록5열 9
3층,E블록,5,4,3층 E블록5열 4,-573,2935,1328,3층 C블록5열 8
3층,E블록,5,5,3층 E블록5열 5,-622,2932,1328,3층 C블록5열 7
3층,E블록,5,6,3층 E블록5열 6,-671,2929,1328,3층 C블록5열 6
3층,E블록,5,7,3층 E블록5열 7,-719,2925,1328,3층 C블록5열 5
3층,E블록,5,8,3층 E블록5열 8,-768,2920,1328,3층 C블록5열 4
3층,E블록,5,9,3층 E블록5열 9,-816,2916,1328,3층 C블록5열 3
3층,E블록,5,10,3층 E블록5열 10,-865,2911,1328,3층 C블록5열 2
3층,E블록,5,11,3층 E블록5열 11,-914,2907,1328,3층 C블록5열 1
3층,F블록,5,1,3층 F블록5열 1,-1086,2811,1328,3층 B블록5열 7
3층,F블록,5,2,3층 F블록5열 2,-1127,2768,1328,3층 B블록5열 6
3층,F블록,5,3,3층 F블록5열 3,-1169,2724,1328,3층 B블록5열 5
3층,F블록,5,4,3층 F블록5열 4,-1210,2681,1328,3층 B블록5열 4
3층,F블록,5,5,3층 F블록5열 5,-1251,2637,1328,3층 B블록5열 3
3층,F블록,5,6,3층 F블록5열 6,-1293,2594,1328,3층 B블록5열 2
3층,F블록,5,7,3층 F블록5열 7,-1334,2550,1328,3층 B블록5열 1
3층,G블록,5,1,3층 G블록5열 1,-1444,2434,1328,3층 A블록5열 12
3층,G블록,5,2,3층 G블록5열 2,-1478,2398,1328,3층 A블록5열 11
3층,G블록,5,3,3층 G블록5열 3,-1513,2362,1328,3층 A블록5열 10
3층,G블록,5,4,3층 G블록5열 4,-1547,2325,1328,3층 A블록5열 9
3층,G블록,5,5,3층 G블록5열 5,-1582,2289,1328,3층 A블록5열 8
3층,G블록,5,6,3층 G블록5열 6,-1616,2253,1328,3층 A블록5열 7
3층,G블록,5,7,3층 G블록5열 7,-1651,2217,1328,3층 A블록5열 6
3층,G블록,5,8,3층 G블록5열 8,-1685,2180,1328,3층 A블록5열 5
3층,G블록,5,9,3층 G블록5열 9,-1719,2144,1328,3층 A블록5열 4
3층,G블록,5,10,3층 G블록5열 10,-1754,2108,1328,3층 A블록5열 3
3층,G블록,5,11,3층 G블록5열 11,-1788,2072,1328,3층 A블록5열 2
3층,G블록,5,12,3층 G블록5열 12,-1823,2035,1328,3층 A블록5열 1
3층,A블록,6,1,3층 A블록6열 1,1780,2226,1388,3층 G블록6열 9
3층,A블록,6,2,3층 A블록6열 2,1747,2261,1388,3층 G블록6열 8
3층,A블록,6,3,3층 A블록6열 3,1713,2296,1388,3층 G블록6열 7
3층,A블록,6,4,3층 A블록6열 4,1680,2330,1388,3층 G블록6열 6
3층,A블록,6,5,3층 A블록6열 5,1647,2365,1388,3층 G블록6열 5
3층,A블록,6,6,3층 A블록6열 6,1614,2400,1388,3층 G블록6열 4
3층,A블록,6,7,3층 A블록6열 7,1581,2435,1388,3층 G블록6열 3
3층,A블록,6,8,3층 A블록6열 8,1548,2470,1388,3층 G블록6열 2
3층,A블록,6,9,3층 A블록6열 9,1515,2505,1388,3층 G블록6열 1
3층,B블록,6,1,3층 B블록6열 1,1406,2619,1388,3층 F블록6열 8
3층,B블록,6,2,3층 B블록6열 2,1365,2662,1388,3층 F블록6열 7
3층,B블록,6,3,3층 B블록6열 3,1324,2705,1388,3층 F블록6열 6
3층,B블록,6,4,3층 B블록6열 4,1283,2749,1388,3층 F블록6열 5
3층,B블록,6,5,3층 B블록6열 5,1243,2792,1388,3층 F블록6열 4
3층,B블록,6,6,3층 B블록6열 6,1202,2835,1388,3층 F블록6열 3
3층,B블록,6,7,3층 B블록6열 7,1161,2878,1388,3층 F블록6열 2
3층,B블록,6,8,3층 B블록6열 8,1120,2921,1388,3층 F블록6열 1
3층,C블록,6,1,3층 C블록6열 1,962,3003,1388,3층 E블록6열 12
3층,C블록,6,2,3층 C블록6열 2,913,3007,1388,3층 E블록6열 11
3층,C블록,6,3,3층 C블록6열 3,865,3012,1388,3층 E블록6열 10
3층,C블록,6,4,3층 C블록6열 4,817,3016,1388,3층 E블록6열 9
3층,C블록,6,5,3층 C블록6열 5,769,3021,1388,3층 E블록6열 8
3층,C블록,6,6,3층 C블록6열 6,721,3025,1388,3층 E블록6열 7
3층,C블록,6,7,3층 C블록6열 7,672,3029,1388,3층 E블록6열 6
3층,C블록,6,8,3층 C블록6열 8,624,3032,1388,3층 E블록6열 5
3층,C블록,6,9,3층 C블록6열 9,576,3035,1388,3층 E블록6열 4
3층,C블록,6,10,3층 C블록6열 10,528,3038,1388,3층 E블록6열 3
3층,C블록,6,11,3층 C블록6열 11,479,3042,1388,3층 E블록6열 2
3층,C블록,6,12,3층 C블록6열 12,431,3044,1388,3층 E블록6열 1
3층,D블록,6,1,3층 D블록6열 1,278,3050,1388,3층 D블록6열 12
3층,D블록,6,2,3층 D블록6열 2,227,3051,1388,3층 D블록6열 11
3층,D블록,6,3,3층 D블록6열 3,177,3052,1388,3층 D블록6열 10
3층,D블록,6,4,3층 D블록6열 4,126,3053,1388,3층 D블록6열 9
3층,D블록,6,5,3층 D블록6열 5,76,3054,1388,3층 D블록6열 8
3층,D블록,6,6,3층 D블록6열 6,25,3054,1388,3층 D블록6열 7
3층,D블록,6,7,3층 D블록6열 7,-25,3054,1388,3층 D블록6열 6
3층,D블록,6,8,3층 D블록6열 8,-76,3054,1388,3층 D블록6열 5
3층,D블록,6,9,3층 D블록6열 9,-126,3053,1388,3층 D블록6열 4
3층,D블록,6,10,3층 D블록6열 10,-177,3052,1388,3층 D블록6열 3
3층,D블록,6,11,3층 D블록6열 11,-227,3051,1388,3층 D블록6열 2
3층,D블록,6,12,3층 D블록6열 12,-278,3050,1388,3층 D블록6열 1
3층,E블록,6,1,3층 E블록6열 1,-431,3044,1388,3층 C블록6열 12
3층,E블록,6,2,3층 E블록6열 2,-479,3042,1388,3층 C블록6열 11
3층,E블록,6,3,3층 E블록6열 3,-528,3038,1388,3층 C블록6열 10
3층,E블록,6,4,3층 E블록6열 4,-576,3035,1388,3층 C블록6열 9
3층,E블록,6,5,3층 E블록6열 5,-624,3032,1388,3층 C블록6열 8
3층,E블록,6,6,3층 E블록6열 6,-672,3029,1388,3층 C블록6열 7
3층,E블록,6,7,3층 E블록6열 7,-721,3025,1388,3층 C블록6열 6
3층,E블록,6,8,3층 E블록6열 8,-769,3021,1388,3층 C블록6열 5
3층,E블록,6,9,3층 E블록6열 9,-817,3016,1388,3층 C블록6열 4
3층,E블록,6,10,3층 E블록6열 10,-865,3012,1388,3층 C블록6열 3
3층,E블록,6,11,3층 E블록6열 11,-913,3007,1388,3층 C블록6열 2
3층,E블록,6,12,3층 E블록6열 12,-962,3003,1388,3층 C블록6열 1
3층,F블록,6,1,3층 F블록6열 1,-1120,2921,1388,3층 B블록6열 8
3층,F블록,6,2,3층 F블록6열 2,-1161,2878,1388,3층 B블록6열 7
3층,F블록,6,3,3층 F블록6열 3,-1202,2835,1388,3층 B블록6열 6
3층,F블록,6,4,3층 F블록6열 4,-1243,2792,1388,3층 B블록6열 5
3층,F블록,6,5,3층 F블록6열 5,-1283,2749,1388,3층 B블록6열 4
3층,F블록,6,6,3층 F블록6열 6,-1324,2705,1388,3층 B블록6열 3
3층,F블록,6,7,3층 F블록6열 7,-1365,2662,1388,3층 B블록6열 2
3층,F블록,6,8,3층 F블록6열 8,-1406,2619,1388,3층 B블록6열 1
3층,G블록,6,1,3층 G블록6열 1,-1515,2505,1388,3층 A블록6열 9
3층,G블록,6,2,3층 G블록6열 2,-1548,2470,1388,3층 A블록6열 8
3층,G블록,6,3,3층 G블록6열 3,-1581,2435,1388,3층 A블록6열 7
3층,G블록,6,4,3층 G블록6열 4,-1614,2400,1388,3층 A블록6열 6
3층,G블록,6,5,3층 G블록6열 5,-1647,2365,1388,3층 A블록6열 5
3층,G블록,6,6,3층 G블록6열 6,-1680,2330,1388,3층 A블록6열 4
3층,G블록,6,7,3층 G블록6열 7,-1713,2296,1388,3층 A블록6열 3
3층,G블록,6,8,3층 G블록6열 8,-1747,2261,1388,3층 A블록6열 2
3층,G블록,6,9,3층 G블록6열 9,-1780,2226,1388,3층 A블록6열 1
3층,A블록,7,1,3층 A블록7열 1,1741,2412,1449,3층 G블록7열 5
3층,A블록,7,2,3층 A블록7열 2,1703,2452,1449,3층 G블록7열 4
3층,A블록,7,3,3층 A블록7열 3,1665,2492,1449,3층 G블록7열 3
3층,A블록,7,4,3층 A블록7열 4,1627,2532,1449,3층 G블록7열 2
3층,A블록,7,5,3층 A블록7열 5,1589,2572,1449,3층 G블록7열 1
3층,B블록,7,1,3층 B블록7열 1,1479,2688,1449,3층 F블록7열 9
3층,B블록,7,2,3층 B블록7열 2,1440,2729,1449,3층 F블록7열 8
3층,B블록,7,3,3층 B블록7열 3,1401,2770,1449,3층 F블록7열 7
3층,B블록,7,4,3층 B블록7열 4,1362,2811,1449,3층 F블록7열 6
3층,B블록,7,5,3층 B블록7열 5,1323,2852,1449,3층 F블록7열 5
3층,B블록,7,6,3층 B블록7열 6,1284,2894,1449,3층 F블록7열 4
3층,B블록,7,7,3층 B블록7열 7,1245,2935,1449,3층 F블록7열 3
3층,B블록,7,8,3층 B블록7열 8,1206,2976,1449,3층 F블록7열 2
3층,B블록,7,9,3층 B블록7열 9,1167,3017,1449,3층 F블록7열 1
3층,C블록,7,1,3층 C블록7열 1,1013,3099,1449,3층 E블록7열 13
3층,C블록,7,2,3층 C블록7열 2,964,3103,1449,3층 E블록7열 12
3층,C블록,7,3,3층 C블록7열 3,916,3108,1449,3층 E블록7열 11
3층,C블록,7,4,3층 C블록7열 4,868,3112,1449,3층 E블록7열 10
3층,C블록,7,5,3층 C블록7열 5,820,3116,1449,3층 E블록7열 9
3층,C블록,7,6,3층 C블록7열 6,772,3121,1449,3층 E블록7열 8
3층,C블록,7,7,3층 C블록7열 7,724,3125,1449,3층 E블록7열 7
3층,C블록,7,8,3층 C블록7열 8,676,3129,1449,3층 E블록7열 6
3층,C블록,7,9,3층 C블록7열 9,628,3132,1449,3층 E블록7열 5
3층,C블록,7,10,3층 C블록7열 10,579,3135,1449,3층 E블록7열 4
3층,C블록,7,11,3층 C블록7열 11,531,3138,1449,3층 E블록7열 3
3층,C블록,7,12,3층 C블록7열 12,483,3142,1449,3층 E블록7열 2
3층,C블록,7,13,3층 C블록7열 13,435,3144,1449,3층 E블록7열 1
3층,D블록,7,1,3층 D블록7열 1,283,3150,1449,3층 D블록7열 13
3층,D블록,7,2,3층 D블록7열 2,235,3151,1449,3층 D블록7열 12
3층,D블록,7,3,3층 D블록7열 3,188,3152,1449,3층 D블록7열 11
3층,D블록,7,4,3층 D블록7열 4,141,3153,1449,3층 D블록7열 10
3층,D블록,7,5,3층 D블록7열 5,94,3153,1449,3층 D블록7열 9
3층,D블록,7,6,3층 D블록7열 6,47,3154,1449,3층 D블록7열 8
3층,D블록,7,7,3층 D블록7열 7,0,3155,1449,3층 D블록7열 7
3층,D블록,7,8,3층 D블록7열 8,-47,3154,1449,3층 D블록7열 6
3층,D블록,7,9,3층 D블록7열 9,-94,3153,1449,3층 D블록7열 5
3층,D블록,7,10,3층 D블록7열 10,-141,3153,1449,3층 D블록7열 4
3층,D블록,7,11,3층 D블록7열 11,-188,3152,1449,3층 D블록7열 3
3층,D블록,7,12,3층 D블록7열 12,-235,3151,1449,3층 D블록7열 2
3층,D블록,7,13,3층 D블록7열 13,-283,3150,1449,3층 D블록7열 1
3층,E블록,7,1,3층 E블록7열 1,-435,3144,1449,3층 C블록7열 13
3층,E블록,7,2,3층 E블록7열 2,-483,3142,1449,3층 C블록7열 12
3층,E블록,7,3,3층 E블록7열 3,-531,3138,1449,3층 C블록7열 11
3층,E블록,7,4,3층 E블록7열 4,-579,3135,1449,3층 C블록7열 10
3층,E블록,7,5,3층 E블록7열 5,-628,3132,1449,3층 C블록7열 9
3층,E블록,7,6,3층 E블록7열 6,-676,3129,1449,3층 C블록7열 8
3층,E블록,7,7,3층 E블록7열 7,-724,3125,1449,3층 C블록7열 7
3층,E블록,7,8,3층 E블록7열 8,-772,3121,1449,3층 C블록7열 6
3층,E블록,7,9,3층 E블록7열 9,-820,3116,1449,3층 C블록7열 5
3층,E블록,7,10,3층 E블록7열 10,-868,3112,1449,3층 C블록7열 4
3층,E블록,7,11,3층 E블록7열 11,-916,3108,1449,3층 C블록7열 3
3층,E블록,7,12,3층 E블록7열 12,-964,3103,1449,3층 C블록7열 2
3층,E블록,7,13,3층 E블록7열 13,-1013,3099,1449,3층 C블록7열 1
3층,F블록,7,1,3층 F블록7열 1,-1167,3017,1449,3층 B블록7열 9
3층,F블록,7,2,3층 F블록7열 2,-1206,2976,1449,3층 B블록7열 8
3층,F블록,7,3,3층 F블록7열 3,-1245,2935,1449,3층 B블록7열 7
3층,F블록,7,4,3층 F블록7열 4,-1284,2894,1449,3층 B블록7열 6
3층,F블록,7,5,3층 F블록7열 5,-1323,2852,1449,3층 B블록7열 5
3층,F블록,7,6,3층 F블록7열 6,-1362,2811,1449,3층 B블록7열 4
3층,F블록,7,7,3층 F블록7열 7,-1401,2770,1449,3층 B블록7열 3
3층,F블록,7,8,3층 F블록7열 8,-1440,2729,1449,3층 B블록7열 2
3층,F블록,7,9,3층 F블록7열 9,-1479,2688,1449,3층 B블록7열 1
3층,G블록,7,1,3층 G블록7열 1,-1589,2572,1449,3층 A블록7열 5
3층,G블록,7,2,3층 G블록7열 2,-1627,2532,1449,3층 A블록7열 4
3층,G블록,7,3,3층 G블록7열 3,-1665,2492,1449,3층 A블록7열 3
3층,G블록,7,4,3층 G블록7열 4,-1703,2452,1449,3층 A블록7열 2
3층,G블록,7,5,3층 G블록7열 5,-1741,2412,1449,3층 A블록7열 1
2층,BOX2,없음,5,2층 BOX2 5,1629,984,556,2층 BOX5 6
2층,BOX2,없음,6,2층 BOX2 6,1583,1037,556,2층 BOX5 5
2층,BOX2,없음,7,2층 BOX2 7,1651,1096,601,2층 BOX5 8
2층,BOX2,없음,8,2층 BOX2 8,1697,1043,601,2층 BOX5 7
2층,BOX3,없음,1,2층 BOX3 1,1545,1218,550,2층 BOX4 2
2층,BOX3,없음,2,2층 BOX3 2,1499,1271,550,2층 BOX4 1
2층,BOX3,없음,3,2층 BOX3 3,1566,1330,595,2층 BOX4 4
2층,BOX3,없음,4,2층 BOX3 4,1612,1278,595,2층 BOX4 3
2층,BOX3,없음,5,2층 BOX3 5,1680,1337,640,2층 BOX4 6
2층,BOX3,없음,6,2층 BOX3 6,1634,1390,640,2층 BOX4 5
2층,BOX3,없음,7,2층 BOX3 7,1702,1449,685,2층 BOX4 8
2층,BOX3,없음,8,2층 BOX3 8,1748,1396,685,2층 BOX4 7
2층,BOX3,없음,9,2층 BOX3 9,1816,1455,730,2층 BOX4 10
2층,BOX3,없음,10,2층 BOX3 10,1770,1508,730,2층 BOX4 9
2층,BOX4,없음,1,2층 BOX4 1,-1499,1271,550,2층 BOX3 2
2층,BOX4,없음,2,2층 BOX4 2,-1545,1218,550,2층 BOX3 1
2층,BOX4,없음,3,2층 BOX4 3,-1612,1278,595,2층 BOX3 4
2층,BOX4,없음,4,2층 BOX4 4,-1566,1330,595,2층 BOX3 3
2층,BOX4,없음,5,2층 BOX4 5,-1634,1390,640,2층 BOX3 6
2층,BOX4,없음,6,2층 BOX4 6,-1680,1337,640,2층 BOX3 5
2층,BOX4,없음,7,2층 BOX4 7,-1748,1396,685,2층 BOX3 8
2층,BOX4,없음,8,2층 BOX4 8,-1702,1449,685,2층 BOX3 7
2층,BOX4,없음,9,2층 BOX4 9,-1770,1508,730,2층 BOX3 10
2층,BOX4,없음,10,2층 BOX4 10,-1816,1455,730,2층 BOX3 9
2층,BOX5,없음,1,2층 BOX5 1,-1448,918,466,2층 BOX2 2
2층,BOX5,없음,2,2층 BOX5 2,-1494,866,466,2층 BOX2 1
2층,BOX5,없음,3,2층 BOX5 3,-1562,925,511,2층 BOX2 4
2층,BOX5,없음,4,2층 BOX5 4,-1515,978,511,2층 BOX2 3
2층,BOX5,없음,5,2층 BOX5 5,-1583,1037,556,2층 BOX2 6
2층,BOX5,없음,6,2층 BOX5 6,-1629,984,556,2층 BOX2 5
2층,BOX5,없음,7,2층 BOX5 7,-1697,1043,601,2층 BOX2 8
2층,BOX5,없음,8,2층 BOX5 8,-1651,1096,601,2층 BOX2 7
2층,BOX6,없음,1,2층 BOX6 1,-1386,558,383,2층 BOX1 2
2층,BOX6,없음,2,2층 BOX6 2,-1432,505,383,2층 BOX1 1
2층,BOX6,없음,3,2층 BOX6 3,-1500,565,428,2층 BOX1 4
2층,BOX6,없음,4,2층 BOX6 4,-1454,617,428,2층 BOX1 3
2층,BOX6,없음,5,2층 BOX6 5,-1522,677,483,2층 BOX1 6
2층,BOX6,없음,6,2층 BOX6 6,-1568,624,483,2층 BOX1 5
