층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점
1층,C블록,13,1,1층 C블록13열 1,396,1875,130,1층 C블록13열 14
1층,C블록,13,2,1층 C블록13열 2,335,1878,130,1층 C블록13열 13
1층,C블록,13,3,1층 C블록13열 3,274,1881,130,1층 C블록13열 12
1층,C블록,13,4,1층 C블록13열 4,213,1884,130,1층 C블록13열 11
1층,C블록,13,5,1층 C블록13열 5,152,1885,130,1층 C블록13열 10
1층,C블록,13,6,1층 C블록13열 6,91,1886,130,1층 C블록13열 9
1층,C블록,13,7,1층 C블록13열 7,30,1887,130,1층 C블록13열 8
1층,C블록,13,8,1층 C블록13열 8,-30,1887,130,1층 C블록13열 7
1층,C블록,13,9,1층 C블록13열 9,-91,1886,130,1층 C블록13열 6
1층,C블록,13,10,1층 C블록13열 10,-152,1885,130,1층 C블록13열 5
1층,C블록,13,11,1층 C블록13열 11,-213,1884,130,1층 C블록13열 4
1층,C블록,13,12,1층 C블록13열 12,-274,1881,130,1층 C블록13열 3
1층,C블록,13,13,1층 C블록13열 13,-335,1878,130,1층 C블록13열 2
1층,C블록,13,14,1층 C블록13열 14,-396,1875,130,1층 C블록13열 1
1층,D블록,13,1,1층 D블록13열 1,-552,1863,130,1층 B블록13열 12
1층,D블록,13,2,1층 D블록13열 2,-606,1858,130,1층 B블록13열 11
1층,D블록,13,3,1층 D블록13열 3,-661,1853,130,1층 B블록13열 10
1층,D블록,13,4,1층 D블록13열 4,-711,1849,130,1층 B블록13열 9
1층,D블록,13,5,1층 D블록13열 5,-766,1841,130,1층 B블록13열 8
1층,D블록,13,6,1층 D블록13열 6,-820,1834,130,1층 B블록13열 7
1층,D블록,13,7,1층 D블록13열 7,-875,1826,130,1층 B블록13열 6
1층,D블록,13,8,1층 D블록13열 8,-929,1818,130,1층 B블록13열 5
1층,D블록,13,9,1층 D블록13열 9,-981,1811,130,1층 B블록13열 4
1층,D블록,13,10,1층 D블록13열 10,-1035,1802,130,1층 B블록13열 3
1층,D블록,13,11,1층 D블록13열 11,-1090,1792,130,1층 B블록13열 2
1층,D블록,13,12,1층 D블록13열 12,-1144,1783,130,1층 B블록13열 1
1층,E블록,13,1,1층 E블록13열 1,-1298,1753,130,1층 A블록13열 12
1층,E블록,13,2,1층 E블록13열 2,-1347,1743,130,1층 A블록13열 11
1층,E블록,13,3,1층 E블록13열 3,-1400,1732,130,1층 A블록13열 10
1층,E블록,13,4,1층 E블록13열 4,-1449,1720,130,1층 A블록13열 9
1층,E블록,13,5,1층 E블록13열 5,-1497,1708,130,1층 A블록13열 8
1층,E블록,13,6,1층 E블록13열 6,-1546,1697,130,1층 A블록13열 7
1층,E블록,13,7,1층 E블록13열 7,-1594,1685,130,1층 A블록13열 6
1층,E블록,13,8,1층 E블록13열 8,-1646,1672,130,1층 A블록13열 5
1층,E블록,13,9,1층 E블록13열 9,-1694,1658,130,1층 A블록13열 4
1층,E블록,13,10,1층 E블록13열 10,-1742,1645,130,1층 A블록13열 3
1층,E블록,13,11,1층 E블록13열 11,-1790,1631,130,1층 A블록13열 2
1층,E블록,13,12,1층 E블록13열 12,-1838,1618,130,1층 A블록13열 1
1층,B블록,14,1,1층 B블록14열 1,1159,1877,151,1층 D블록14열 12
1층,B블록,14,2,1층 B블록14열 2,1105,1886,151,1층 D블록14열 11
1층,B블록,14,3,1층 B블록14열 3,1051,1895,151,1층 D블록14열 10
1층,B블록,14,4,1층 B블록14열 4,996,1904,151,1층 D블록14열 9
1층,B블록,14,5,1층 B블록14열 5,942,1913,151,1층 D블록14열 8
1층,B블록,14,6,1층 B블록14열 6,888,1920,151,1층 D블록14열 7
1층,B블록,14,7,1층 B블록14열 7,833,1928,151,1층 D블록14열 6
1층,B블록,14,8,1층 B블록14열 8,779,1935,151,1층 D블록14열 5
1층,B블록,14,9,1층 B블록14열 9,724,1943,151,1층 D블록14열 4
1층,B블록,14,10,1층 B블록14열 10,669,1948,151,1층 D블록14열 3
1층,B블록,14,11,1층 B블록14열 11,615,1953,151,1층 D블록14열 2
1층,B블록,14,12,1층 B블록14열 12,560,1958,151,1층 D블록14열 1
1층,C블록,14,1,1층 C블록14열 1,402,1969,151,1층 C블록14열 14
1층,C블록,14,2,1층 C블록14열 2,340,1973,151,1층 C블록14열 13
1층,C블록,14,3,1층 C블록14열 3,278,1976,151,1층 C블록14열 12
1층,C블록,14,4,1층 C블록14열 4,216,1979,151,1층 C블록14열 11
1층,C블록,14,5,1층 C블록14열 5,154,1980,151,1층 C블록14열 10
1층,C블록,14,6,1층 C블록14열 6,92,1981,151,1층 C블록14열 9
1층,C블록,14,7,1층 C블록14열 7,30,1982,151,1층 C블록14열 8
1층,C블록,14,8,1층 C블록14열 8,-30,1982,151,1층 C블록14열 7
1층,C블록,14,9,1층 C블록14열 9,-92,1981,151,1층 C블록14열 6
1층,C블록,14,10,1층 C블록14열 10,-154,1980,151,1층 C블록14열 5
1층,C블록,14,11,1층 C블록14열 11,-216,1979,151,1층 C블록14열 4
1층,C블록,14,12,1층 C블록14열 12,-278,1976,151,1층 C블록14열 3
1층,C블록,14,13,1층 C블록14열 13,-340,1973,151,1층 C블록14열 2
1층,C블록,14,14,1층 C블록14열 14,-402,1969,151,1층 C블록14열 1
1층,D블록,14,1,1층 D블록14열 1,-560,1958,151,1층 B블록14열 12
1층,D블록,14,2,1층 D블록14열 2,-615,1953,151,1층 B블록14열 11
1층,D블록,14,3,1층 D블록14열 3,-669,1948,151,1층 B블록14열 10
1층,D블록,14,4,1층 D블록14열 4,-724,1943,151,1층 B블록14열 9
1층,D블록,14,5,1층 D블록14열 5,-779,1935,151,1층 B블록14열 8
1층,D블록,14,6,1층 D블록14열 6,-833,1928,151,1층 B블록14열 7
1층,D블록,14,7,1층 D블록14열 7,-888,1920,151,1층 B블록14열 6
1층,D블록,14,8,1층 D블록14열 8,-942,1913,151,1층 B블록14열 5
1층,D블록,14,9,1층 D블록14열 9,-996,1904,151,1층 B블록14열 4
1층,D블록,14,10,1층 D블록14열 10,-1051,1895,151,1층 B블록14열 3
1층,D블록,14,11,1층 D블록14열 11,-1105,1886,151,1층 B블록14열 2
1층,D블록,14,12,1층 D블록14열 12,-1159,1877,151,1층 B블록14열 1
1층,A블록,15,1,1층 A블록15열 1,1878,1829,172,1층 E블록15열 12
1층,A블록,15,2,1층 A블록15열 2,1830,1843,172,1층 E블록15열 11
1층,A블록,15,3,1층 A블록15열 3,1782,1856,172,1층 E블록15열 10
1층,A블록,15,4,1층 A블록15열 4,1733,1869,172,1층 E블록15열 9
1층,A블록,15,5,1층 A블록15열 5,1685,1883,172,1층 E블록15열 8
1층,A블록,15,6,1층 A블록15열 6,1634,1896,172,1층 E블록15열 7
1층,A블록,15,7,1층 A블록15열 7,1585,1908,172,1층 E블록15열 6
1층,A블록,15,8,1층 A블록15열 8,1537,1920,172,1층 E블록15열 5
1층,A블록,15,9,1층 A블록15열 9,1488,1932,172,1층 E블록15열 4
1층,A블록,15,10,1층 A블록15열 10,1439,1943,172,1층 E블록15열 3
1층,A블록,15,11,1층 A블록15열 11,1387,1954,172,1층 E블록15열 2
1층,A블록,15,12,1층 A블록15열 12,1338,1964,172,1층 E블록15열 1
1층,B블록,15,1,1층 B블록15열 1,1180,1995,172,1층 D블록15열 13
1층,B블록,15,2,1층 B블록15열 2,1129,2004,172,1층 D블록15열 12
1층,B블록,15,3,1층 B블록15열 3,1078,2012,172,1층 D블록15열 11
1층,B블록,15,4,1층 B블록15열 4,1028,2020,172,1층 D블록15열 10
1층,B블록,15,5,1층 B블록15열 5,977,2029,172,1층 D블록15열 9
1층,B블록,15,6,1층 B블록15열 6,926,2036,172,1층 D블록15열 8
1층,B블록,15,7,1층 B블록15열 7,875,2043,172,1층 D블록15열 7
1층,B블록,15,8,1층 B블록15열 8,824,2050,172,1층 D블록15열 6
1층,B블록,15,9,1층 B블록15열 9,773,2057,172,1층 D블록15열 5
1층,B블록,15,10,1층 B블록15열 10,722,2064,172,1층 D블록15열 4
1층,B블록,15,11,1층 B블록15열 11,670,2068,172,1층 D블록15열 3
1층,B블록,15,12,1층 B블록15열 12,619,2073,172,1층 D블록15열 2
1층,B블록,15,13,1층 B블록15열 13,568,2077,172,1층 D블록15열 1
1층,C블록,15,1,1층 C블록15열 1,406,2089,172,1층 C블록15열 14
1층,C블록,15,2,1층 C블록15열 2,344,2093,172,1층 C블록15열 13
1층,C블록,15,3,1층 C블록15열 3,281,2096,172,1층 C블록15열 12
1층,C블록,15,4,1층 C블록15열 4,219,2099,172,1층 C블록15열 11
1층,C블록,15,5,1층 C블록15열 5,156,2100,172,1층 C블록15열 10
1층,C블록,15,6,1층 C블록15열 6,94,2101,172,1층 C블록15열 9
1층,C블록,15,7,1층 C블록15열 7,31,2102,172,1층 C블록15열 8
1층,C블록,15,8,1층 C블록15열 8,-31,2102,172,1층 C블록15열 7
1층,C블록,15,9,1층 C블록15열 9,-94,2101,172,1층 C블록15열 6
1층,C블록,15,10,1층 C블록15열 10,-156,2100,172,1층 C블록15열 5
1층,C블록,15,11,1층 C블록15열 11,-219,2099,172,1층 C블록15열 4
1층,C블록,15,12,1층 C블록15열 12,-281,2096,172,1층 C블록15열 3
1층,C블록,15,13,1층 C블록15열 13,-344,2093,172,1층 C블록15열 2
1층,C블록,15,14,1층 C블록15열 14,-406,2089,172,1층 C블록15열 1
1층,D블록,15,1,1층 D블록15열 1,-568,2077,172,1층 B블록15열 13
1층,D블록,15,2,1층 D블록15열 2,-619,2073,172,1층 B블록15열 12
1층,D블록,15,3,1층 D블록15열 3,-670,2068,172,1층 B블록15열 11
1층,D블록,15,4,1층 D블록15열 4,-722,2064,172,1층 B블록15열 10
1층,D블록,15,5,1층 D블록15열 5,-773,2057,172,1층 B블록15열 9
1층,D블록,15,6,1층 D블록15열 6,-824,2050,172,1층 B블록15열 8
1층,D블록,15,7,1층 D블록15열 7,-875,2043,172,1층 B블록15열 7
1층,D블록,15,8,1층 D블록15열 8,-926,2036,172,1층 B블록15열 6
1층,D블록,15,9,1층 D블록15열 9,-977,2029,172,1층 B블록15열 5
1층,D블록,15,10,1층 D블록15열 10,-1028,2020,172,1층 B블록15열 4
1층,D블록,15,11,1층 D블록15열 11,-1078,2012,172,1층 B블록15열 3
1층,D블록,15,12,1층 D블록15열 12,-1129,2004,172,1층 B블록15열 2
1층,D블록,15,13,1층 D블록15열 13,-1180,1995,172,1층 B블록15열 1
1층,E블록,15,1,1층 E블록15열 1,-1338,1964,172,1층 A블록15열 12
1층,E블록,15,2,1층 E블록15열 2,-1387,1954,172,1층 A블록15열 11
1층,E블록,15,3,1층 E블록15열 3,-1439,1943,172,1층 A블록15열 10
1층,E블록,15,4,1층 E블록15열 4,-1488,1932,172,1층 A블록15열 9
1층,E블록,15,5,1층 E블록15열 5,-1537,1920,172,1층 A블록15열 8
1층,E블록,15,6,1층 E블록15열 6,-1585,1908,172,1층 A블록15열 7
1층,E블록,15,7,1층 E블록15열 7,-1634,1896,172,1층 A블록15열 6
1층,E블록,15,8,1층 E블록15열 8,-1685,1883,172,1층 A블록15열 5
1층,E블록,15,9,1층 E블록15열 9,-1733,1869,172,1층 A블록15열 4
1층,E블록,15,10,1층 E블록15열 10,-1782,1856,172,1층 A블록15열 3
1층,E블록,15,11,1층 E블록15열 11,-1830,1843,172,1층 A블록15열 2
1층,E블록,15,12,1층 E블록15열 12,-1878,1829,172,1층 A블록15열 1
1층,A블록,16,1,1층 A블록16열 1,1825,1943,194,1층 E블록16열 11
1층,A블록,16,2,1층 A블록16열 2,1778,1956,194,1층 E블록16열 10
1층,A블록,16,3,1층 A블록16열 3,1732,1969,194,1층 E블록16열 9
1층,A블록,16,4,1층 A블록16열 4,1685,1982,194,1층 E블록16열 8
1층,A블록,16,5,1층 A블록16열 5,1638,1993,194,1층 E블록16열 7
1층,A블록,16,6,1층 A블록16열 6,1590,2005,194,1층 E블록16열 6
1층,A블록,16,7,1층 A블록16열 7,1543,2016,194,1층 E블록16열 5
1층,A블록,16,8,1층 A블록16열 8,1496,2028,194,1층 E블록16열 4
1층,A블록,16,9,1층 A블록16열 9,1449,2039,194,1층 E블록16열 3
1층,A블록,16,10,1층 A블록16열 10,1401,2048,194,1층 E블록16열 2
1층,A블록,16,11,1층 A블록16열 11,1354,2058,194,1층 E블록16열 1
1층,B블록,16,1,1층 B블록16열 1,1194,2089,194,1층 D블록16열 13
1층,B블록,16,2,1층 B블록16열 2,1143,2098,194,1층 D블록16열 12
1층,B블록,16,3,1층 B블록16열 3,1092,2106,194,1층 D블록16열 11
1층,B블록,16,4,1층 B블록16열 4,1040,2115,194,1층 D블록16열 10
1층,B블록,16,5,1층 B블록16열 5,989,2123,194,1층 D블록16열 9
1층,B블록,16,6,1층 B블록16열 6,938,2130,194,1층 D블록16열 8
1층,B블록,16,7,1층 B블록16열 7,886,2137,194,1층 D블록16열 7
1층,B블록,16,8,1층 B블록16열 8,835,2145,194,1층 D블록16열 6
1층,B블록,16,9,1층 B블록16열 9,783,2152,194,1층 D블록16열 5
1층,B블록,16,10,1층 B블록16열 10,732,2158,194,1층 D블록16열 4
1층,B블록,16,11,1층 B블록16열 11,680,2163,194,1층 D블록16열 3
1층,B블록,16,12,1층 B블록16열 12,628,2167,194,1층 D블록16열 2
1층,B블록,16,13,1층 B블록16열 13,576,2172,194,1층 D블록16열 1
1층,C블록,16,1,1층 C블록16열 1,420,2184,194,1층 C블록16열 15
1층,C블록,16,2,1층 C블록16열 2,360,2187,194,1층 C블록16열 14
1층,C블록,16,3,1층 C블록16열 3,300,2190,194,1층 C블록16열 13
1층,C블록,16,4,1층 C블록16열 4,240,2194,194,1층 C블록16열 12
1층,C블록,16,5,1층 C블록16열 5,180,2195,194,1층 C블록16열 11
1층,C블록,16,6,1층 C블록16열 6,120,2196,194,1층 C블록16열 10
1층,C블록,16,7,1층 C블록16열 7,60,2197,194,1층 C블록16열 9
1층,C블록,16,8,1층 C블록16열 8,0,2198,194,1층 C블록16열 8
1층,C블록,16,9,1층 C블록16열 9,-60,2197,194,1층 C블록16열 7
1층,C블록,16,10,1층 C블록16열 10,-120,2196,194,1층 C블록16열 6
1층,C블록,16,11,1층 C블록16열 11,-180,2195,194,1층 C블록16열 5
1층,C블록,16,12,1층 C블록16열 12,-240,2194,194,1층 C블록16열 4
1층,C블록,16,13,1층 C블록16열 13,-300,2190,194,1층 C블록16열 3
1층,C블록,16,14,1층 C블록16열 14,-360,2187,194,1층 C블록16열 2
1층,C블록,16,15,1층 C블록16열 15,-420,2184,194,1층 C블록16열 1
1층,D블록,16,1,1층 D블록16열 1,-576,2172,194,1층 B블록16열 13
1층,D블록,16,2,1층 D블록16열 2,-628,2167,194,1층 B블록16열 12
1층,D블록,16,3,1층 D블록16열 3,-680,2163,194,1층 B블록16열 11
1층,D블록,16,4,1층 D블록16열 4,-732,2158,194,1층 B블록16열 10
1층,D블록,16,5,1층 D블록16열 5,-783,2152,194,1층 B블록16열 9
1층,D블록,16,6,1층 D블록16열 6,-835,2145,194,1층 B블록16열 8
1층,D블록,16,7,1층 D블록16열 7,-886,2137,194,1층 B블록16열 7
1층,D블록,16,8,1층 D블록16열 8,-938,2130,194,1층 B블록16열 6
1층,D블록,16,9,1층 D블록16열 9,-989,2123,194,1층 B블록16열 5
1층,D블록,16,10,1층 D블록16열 10,-1040,2115,194,1층 B블록16열 4
1층,D블록,16,11,1층 D블록16열 11,-1092,2106,194,1층 B블록16열 3
1층,D블록,16,12,1층 D블록16열 12,-1143,2098,194,1층 B블록16열 2
1층,D블록,16,13,1층 D블록16열 13,-1194,2089,194,1층 B블록16열 1
1층,E블록,16,1,1층 E블록16열 1,-1354,2058,194,1층 A블록16열 11
1층,E블록,16,2,1층 E블록16열 2,-1401,2048,194,1층 A블록16열 10
1층,E블록,16,3,1층 E블록16열 3,-1449,2039,194,1층 A블록16열 9
1층,E블록,16,4,1층 E블록16열 4,-1496,2028,194,1층 A블록16열 8
1층,E블록,16,5,1층 E블록16열 5,-1543,2016,194,1층 A블록16열 7
1층,E블록,16,6,1층 E블록16열 6,-1590,2005,194,1층 A블록16열 6
1층,E블록,16,7,1층 E블록16열 7,-1638,1993,194,1층 A블록16열 5
1층,E블록,16,8,1층 E블록16열 8,-1685,1982,194,1층 A블록16열 4
1층,E블록,16,9,1층 E블록16열 9,-1732,1969,194,1층 A블록16열 3
1층,E블록,16,10,1층 E블록16열 10,-1778,1956,194,1층 A블록16열 2
1층,E블록,16,11,1층 E블록16열 11,-1825,1943,194,1층 A블록16열 1
1층,A블록,17,1,1층 A블록17열 1,1834,2039,216,1층 E블록17열 11
1층,A블록,17,2,1층 A블록17열 2,1789,2052,216,1층 E블록17열 10
1층,A블록,17,3,1층 A블록17열 3,1743,2066,216,1층 E블록17열 9
1층,A블록,17,4,1층 A블록17열 4,1697,2077,216,1층 E블록17열 8
1층,A블록,17,5,1층 A블록17열 5,1651,2088,216,1층 E블록17열 7
1층,A블록,17,6,1층 A블록17열 6,1604,2099,216,1층 E블록17열 6
1층,A블록,17,7,1층 A블록17열 7,1558,2110,216,1층 E블록17열 5
1층,A블록,17,8,1층 A블록17열 8,1512,2122,216,1층 E블록17열 4
1층,A블록,17,9,1층 A블록17열 9,1466,2132,216,1층 E블록17열 3
1층,A블록,17,10,1층 A블록17열 10,1419,2142,216,1층 E블록17열 2
1층,A블록,17,11,1층 A블록17열 11,1373,2151,216,1층 E블록17열 1
1층,B블록,17,1,1층 B블록17열 1,1210,2183,216,1층 D블록17열 13
1층,B블록,17,2,1층 B블록17열 2,1158,2191,216,1층 D블록17열 12
1층,B블록,17,3,1층 B블록17열 3,1106,2200,216,1층 D블록17열 11
1층,B블록,17,4,1층 B블록17열 4,1054,2209,216,1층 D블록17열 10
1층,B블록,17,5,1층 B블록17열 5,1002,2217,216,1층 D블록17열 9
1층,B블록,17,6,1층 B블록17열 6,950,2224,216,1층 D블록17열 8
1층,B블록,17,7,1층 B블록17열 7,898,2232,216,1층 D블록17열 7
1층,B블록,17,8,1층 B블록17열 8,846,2239,216,1층 D블록17열 6
1층,B블록,17,9,1층 B블록17열 9,794,2246,216,1층 D블록17열 5
1층,B블록,17,10,1층 B블록17열 10,742,2253,216,1층 D블록17열 4
1층,B블록,17,11,1층 B블록17열 11,689,2257,216,1층 D블록17열 3
1층,B블록,17,12,1층 B블록17열 12,637,2262,216,1층 D블록17열 2
1층,B블록,17,13,1층 B블록17열 13,585,2267,216,1층 D블록17열 1
1층,C블록,17,1,1층 C블록17열 1,420,2279,216,1층 C블록17열 15
1층,C블록,17,2,1층 C블록17열 2,360,2282,216,1층 C블록17열 14
1층,C블록,17,3,1층 C블록17열 3,300,2286,216,1층 C블록17열 13
1층,C블록,17,4,1층 C블록17열 4,240,2289,216,1층 C블록17열 12
1층,C블록,17,5,1층 C블록17열 5,180,2290,216,1층 C블록17열 11
1층,C블록,17,6,1층 C블록17열 6,120,2291,216,1층 C블록17열 10
1층,C블록,17,7,1층 C블록17열 7,60,2292,216,1층 C블록17열 9
1층,C블록,17,8,1층 C블록17열 8,0,2293,216,1층 C블록17열 8
1층,C블록,17,9,1층 C블록17열 9,-60,2292,216,1층 C블록17열 7
1층,C블록,17,10,1층 C블록17열 10,-120,2291,216,1층 C블록17열 6
1층,C블록,17,11,1층 C블록17열 11,-180,2290,216,1층 C블록17열 5
1층,C블록,17,12,1층 C블록17열 12,-240,2289,216,1층 C블록17열 4
1층,C블록,17,13,1층 C블록17열 13,-300,2286,216,1층 C블록17열 3
1층,C블록,17,14,1층 C블록17열 14,-360,2282,216,1층 C블록17열 2
1층,C블록,17,15,1층 C블록17열 15,-420,2279,216,1층 C블록17열 1
1층,D블록,17,1,1층 D블록17열 1,-585,2267,216,1층 B블록17열 13
1층,D블록,17,2,1층 D블록17열 2,-637,2262,216,1층 B블록17열 12
1층,D블록,17,3,1층 D블록17열 3,-689,2257,216,1층 B블록17열 11
1층,D블록,17,4,1층 D블록17열 4,-742,2253,216,1층 B블록17열 10
1층,D블록,17,5,1층 D블록17열 5,-794,2246,216,1층 B블록17열 9
1층,D블록,17,6,1층 D블록17열 6,-846,2239,216,1층 B블록17열 8
1층,D블록,17,7,1층 D블록17열 7,-898,2232,216,1층 B블록17열 7
1층,D블록,17,8,1층 D블록17열 8,-950,2224,216,1층 B블록17열 6
1층,D블록,17,9,1층 D블록17열 9,-1002,2217,216,1층 B블록17열 5
1층,D블록,17,10,1층 D블록17열 10,-1054,2209,216,1층 B블록17열 4
1층,D블록,17,11,1층 D블록17열 11,-1106,2200,216,1층 B블록17열 3
1층,D블록,17,12,1층 D블록17열 12,-1158,2191,216,1층 B블록17열 2
1층,D블록,17,13,1층 D블록17열 13,-1210,2183,216,1층 B블록17열 1
1층,E블록,17,1,1층 E블록17열 1,-1373,2151,216,1층 A블록17열 11
1층,E블록,17,2,1층 E블록17열 2,-1419,2142,216,1층 A블록17열 10
1층,E블록,17,3,1층 E블록17열 3,-1466,2132,216,1층 A블록17열 9
1층,E블록,17,4,1층 E블록17열 4,-1512,2122,216,1층 A블록17열 8
1층,E블록,17,5,1층 E블록17열 5,-1558,2110,216,1층 A블록17열 7
1층,E블록,17,6,1층 E블록17열 6,-1604,2099,216,1층 A블록17열 6
1층,E블록,17,7,1층 E블록17열 7,-1651,2088,216,1층 A블록17열 5
1층,E블록,17,8,1층 E블록17열 8,-1697,2077,216,1층 A블록17열 4
1층,E블록,17,9,1층 E블록17열 9,-1743,2066,216,1층 A블록17열 3
1층,E블록,17,10,1층 E블록17열 10,-1789,2052,216,1층 A블록17열 2
1층,E블록,17,11,1층 E블록17열 11,-1834,2039,216,1층 A블록17열 1
1층,A블록,18,1,1층 A블록18열 1,1807,2146,238,1층 E블록18열 10
1층,A블록,18,2,1층 A블록18열 2,1762,2159,238,1층 E블록18열 9
1층,A블록,18,3,1층 A블록18열 3,1716,2170,238,1층 E블록18열 8
1층,A블록,18,4,1층 A블록18열 4,1669,2181,238,1층 E블록18열 7
1층,A블록,18,5,1층 A블록18열 5,1623,2192,238,1층 E블록18열 6
1층,A블록,18,6,1층 A블록18열 6,1577,2204,238,1층 E블록18열 5
1층,A블록,18,7,1층 A블록18열 7,1531,2216,238,1층 E블록18열 4
1층,A블록,18,8,1층 A블록18열 8,1485,2225,238,1층 E블록18열 3
1층,A블록,18,9,1층 A블록18열 9,1438,2235,238,1층 E블록18열 2
1층,A블록,18,10,1층 A블록18열 10,1392,2244,238,1층 E블록18열 1
1층,B블록,18,1,1층 B블록18열 1,1225,2277,238,1층 D블록18열 13
1층,B블록,18,2,1층 B블록18열 2,1173,2285,238,1층 D블록18열 12
1층,B블록,18,3,1층 B블록18열 3,1120,2294,238,1층 D블록18열 11
1층,B블록,18,4,1층 B블록18열 4,1068,2303,238,1층 D블록18열 10
1층,B블록,18,5,1층 B블록18열 5,1015,2311,238,1층 D블록18열 9
1층,B블록,18,6,1층 B블록18열 6,963,2319,238,1층 D블록18열 8
1층,B블록,18,7,1층 B블록18열 7,910,2326,238,1층 D블록18열 7
1층,B블록,18,8,1층 B블록18열 8,857,2333,238,1층 D블록18열 6
1층,B블록,18,9,1층 B블록18열 9,805,2340,238,1층 D블록18열 5
1층,B블록,18,10,1층 B블록18열 10,752,2347,238,1층 D블록18열 4
1층,B블록,18,11,1층 B블록18열 11,699,2352,238,1층 D블록18열 3
1층,B블록,18,12,1층 B블록18열 12,646,2357,238,1층 D블록18열 2
1층,B블록,18,13,1층 B블록18열 13,593,2361,238,1층 D블록18열 1
1층,C블록,18,1,1층 C블록18열 1,420,2374,238,1층 C블록18열 15
1층,C블록,18,2,1층 C블록18열 2,360,2377,238,1층 C블록18열 14
1층,C블록,18,3,1층 C블록18열 3,300,2381,238,1층 C블록18열 13
1층,C블록,18,4,1층 C블록18열 4,240,2384,238,1층 C블록18열 12
1층,C블록,18,5,1층 C블록18열 5,180,2385,238,1층 C블록18열 11
1층,C블록,18,6,1층 C블록18열 6,120,2386,238,1층 C블록18열 10
1층,C블록,18,7,1층 C블록18열 7,60,2387,238,1층 C블록18열 9
1층,C블록,18,8,1층 C블록18열 8,0,2388,238,1층 C블록18열 8
1층,C블록,18,9,1층 C블록18열 9,-60,2387,238,1층 C블록18열 7
1층,C블록,18,10,1층 C블록18열 10,-120,2386,238,1층 C블록18열 6
1층,C블록,18,11,1층 C블록18열 11,-180,2385,238,1층 C블록18열 5
1층,C블록,18,12,1층 C블록18열 12,-240,2384,238,1층 C블록18열 4
1층,C블록,18,13,1층 C블록18열 13,-300,2381,238,1층 C블록18열 3
1층,C블록,18,14,1층 C블록18열 14,-360,2377,238,1층 C블록18열 2
1층,C블록,18,15,1층 C블록18열 15,-420,2374,238,1층 C블록18열 1
1층,D블록,18,1,1층 D블록18열 1,-593,2361,238,1층 B블록18열 13
1층,D블록,18,2,1층 D블록18열 2,-646,2357,238,1층 B블록18열 12
1층,D블록,18,3,1층 D블록18열 3,-699,2352,238,1층 B블록18열 11
1층,D블록,18,4,1층 D블록18열 4,-752,2347,238,1층 B블록18열 10
1층,D블록,18,5,1층 D블록18열 5,-805,2340,238,1층 B블록18열 9
1층,D블록,18,6,1층 D블록18열 6,-857,2333,238,1층 B블록18열 8
1층,D블록,18,7,1층 D블록18열 7,-910,2326,238,1층 B블록18열 7
1층,D블록,18,8,1층 D블록18열 8,-963,2319,238,1층 B블록18열 6
1층,D블록,18,9,1층 D블록18열 9,-1015,2311,238,1층 B블록18열 5
1층,D블록,18,10,1층 D블록18열 10,-1068,2303,238,1층 B블록18열 4
1층,D블록,18,11,1층 D블록18열 11,-1120,2294,238,1층 B블록18열 3
1층,D블록,18,12,1층 D블록18열 12,-1173,2285,238,1층 B블록18열 2
1층,D블록,18,13,1층 D블록18열 13,-1225,2277,238,1층 B블록18열 1
1층,E블록,18,1,1층 E블록18열 1,-1392,2244,238,1층 A블록18열 10
1층,E블록,18,2,1층 E블록18열 2,-1438,2235,238,1층 A블록18열 9
1층,E블록,18,3,1층 E블록18열 3,-1485,2225,238,1층 A블록18열 8
1층,E블록,18,4,1층 E블록18열 4,-1531,2216,238,1층 A블록18열 7
1층,E블록,18,5,1층 E블록18열 5,-1577,2204,238,1층 A블록18열 6
1층,E블록,18,6,1층 E블록18열 6,-1623,2192,238,1층 A블록18열 5
1층,E블록,18,7,1층 E블록18열 7,-1669,2181,238,1층 A블록18열 4
1층,E블록,18,8,1층 E블록18열 8,-1716,2170,238,1층 A블록18열 3
1층,E블록,18,9,1층 E블록18열 9,-1762,2159,238,1층 A블록18열 2
1층,E블록,18,10,1층 E블록18열 10,-1807,2146,238,1층 A블록18열 1
1층,A블록,19,1,1층 A블록19열 1,1779,2252,261,1층 E블록19열 9
1층,A블록,19,2,1층 A블록19열 2,1733,2263,261,1층 E블록19열 8
1층,A블록,19,3,1층 A블록19열 3,1687,2275,261,1층 E블록19열 7
1층,A블록,19,4,1층 A블록19열 4,1641,2286,261,1층 E블록19열 6
1층,A블록,19,5,1층 A블록19열 5,1595,2297,261,1층 E블록19열 5
1층,A블록,19,6,1층 A블록19열 6,1549,2309,261,1층 E블록19열 4
1층,A블록,19,7,1층 A블록19열 7,1502,2319,261,1층 E블록19열 3
1층,A블록,19,8,1층 A블록19열 8,1456,2328,261,1층 E블록19열 2
1층,A블록,19,9,1층 A블록19열 9,1409,2338,261,1층 E블록19열 1
1층,B블록,19,1,1층 B블록19열 1,1250,2369,261,1층 D블록19열 14
1층,B블록,19,2,1층 B블록19열 2,1199,2377,261,1층 D블록19열 13
1층,B블록,19,3,1층 B블록19열 3,1149,2386,261,1층 D블록19열 12
1층,B블록,19,4,1층 B블록19열 4,1099,2394,261,1층 D블록19열 11
