층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각
합창석,F블록,3,8,합창석 F블록3열 8,-1235,-271,400,합창석 H블록3열 17,1326.1470506697212,33.530002607432586,46.5755225188784
합창석,F블록,3,9,합창석 F블록3열 9,-1219,-323,400,합창석 H블록3열 16,1322.985260688871,34.87671000205146,46.94317677162075
합창석,F블록,3,10,합창석 F블록3열 10,-1202,-375,400,합창석 H블록3열 15,1321.1468502781968,36.13425216772837,47.226620720503995
합창석,F블록,3,11,합창석 F블록3열 11,-1185,-427,400,합창석 H블록3열 14,1321.5725481410395,37.24729129628503,47.387486680385
합창석,F블록,3,12,합창석 F블록3열 12,-1168,-478,400,합창석 H블록3열 13,1323.89878767223,38.209283050554944,47.42964988877222
합창석,F블록,3,13,합창석 F블록3열 13,-1151,-530,400,합창석 H블록3열 12,1328.7968241984927,39.0301657547047,47.328690130835476
합창석,F블록,3,14,합창석 F블록3열 14,-1134,-582,400,합창석 H블록3열 11,1335.919159230827,39.70911722248921,47.088823560240606
합창석,F블록,3,15,합창석 F블록3열 15,-1117,-634,400,합창석 H블록3열 10,1345.2304635266032,40.25333605920583,46.707746562407294
합창석,F블록,3,16,합창석 F블록3열 16,-1100,-686,400,합창석 H블록3열 9,1356.6856673526113,40.67157023744858,46.18504853877904
합창석,F블록,3,17,합창석 F블록3열 17,-1083,-737,400,합창석 H블록3열 8,1369.6926662576536,40.98005586768239,45.54480926691137
합창석,F블록,3,18,합창석 F블록3열 18,-1066,-789,400,합창석 H블록3열 7,1385.235359063578,41.17690356092761,44.747913192788275
합창석,F블록,3,19,합창석 F블록3열 19,-1050,-841,400,합창석 H블록3열 6,1403.4888670737648,41.245878104551224,43.798478178424325
합창석,F블록,3,20,합창석 F블록3열 20,-1033,-893,400,합창석 H블록3열 5,1422.8626075626557,41.26098402671169,42.75084949723837
합창석,F블록,3,21,합창석 F블록3열 21,-1016,-945,400,합창석 H블록3열 4,1444.0502068834032,41.19845241163615,41.59115240477406
합창석,F블록,3,22,합창석 F블록3열 22,-999,-996,400,합창석 H블록3열 3,1466.2936268019444,41.078719314978905,40.36152006982685
합창석,F블록,3,23,합창석 F블록3열 23,-982,-1048,400,합창석 H블록3열 2,1490.848080791601,40.887110700117674,39.01591864227466
합창석,F블록,3,24,합창석 F블록3열 24,-965,-1100,400,합창석 H블록3열 1,1516.9789055883407,40.64215170976644,37.59818573096809
합창석,G블록,3,1,합창석 G블록3열 1,-825,-1195,400,합창석 G블록3열 34,1506.2038374668948,42.27995193635581,35.477396849706686
합창석,G블록,3,2,합창석 G블록3열 2,-775,-1195,400,합창석 G블록3열 33,1479.4086656498941,43.2576587423387,35.67333107367131
합창석,G블록,3,3,합창석 G블록3열 3,-725,-1195,400,합창석 G블록3열 32,1453.8397435756115,44.20764624236375,35.80632535541999
합창석,G블록,3,4,합창석 G블록3열 4,-675,-1195,400,합창석 G블록3열 31,1429.562870250903,45.124524901871084,35.86741473798692
합창석,G블록,3,5,합창석 G블록3열 5,-625,-1195,400,합창석 G블록3열 30,1406.6449445400215,46.00291175868692,35.84759011662745
합창석,G블록,3,6,합창석 G블록3열 6,-575,-1195,400,합창석 G블록3열 29,1385.1534211054022,46.83749718951702,35.73834153801593
합창석,G블록,3,7,합창석 G블록3열 7,-525,-1195,400,합창석 G블록3열 28,1365.1556687792056,47.62311119717644,35.53247515034524
합창석,G블록,3,8,합창석 G블록3열 8,-475,-1195,400,합창석 G블록3열 27,1346.7182333361347,48.35478752493822,35.225281838030654
합창석,G블록,3,9,합창석 G블록3열 9,-425,-1195,400,합창석 G블록3열 26,1329.9060117166175,49.02782411219156,34.81612267362031
합창석,G블록,3,10,합창석 G블록3열 10,-375,-1195,400,합창석 G블록3열 25,1314.7813506435205,49.63783868973022,34.31044270197986
합창석,G블록,3,11,합창석 G블록3열 11,-325,-1195,400,합창석 G블록3열 24,1301.4030889774313,50.18081864336352,33.722098166677256
합창석,G블록,3,12,합창석 G블록3열 12,-275,-1195,400,합창석 G블록3열 23,1289.8255696023398,50.653164617912736,33.075647608517215
합창석,G블록,3,13,합창석 G블록3열 13,-225,-1195,400,합창석 G블록3열 22,1280.097652524994,51.05172765761518,32.40790309167519
합창석,G블록,3,14,합창석 G블록3열 14,-175,-1195,400,합창석 G블록3열 21,1272.2617655184015,51.37383995550344,31.767639591273575
합창석,G블록,3,15,합창석 G블록3열 15,-125,-1195,400,합창석 G블록3열 20,1266.3530313463145,51.61733949254442,31.212167754680436
합창석,G블록,3,16,합창석 G블록3열 16,-75,-1195,400,합창석 G블록3열 19,1262.3985107722522,51.78058897495049,30.79993126293972
합창석,G블록,3,17,합창석 G블록3열 17,-25,-1195,400,합창석 G블록3열 18,1260.4165977961413,51.86248952195921,30.57977903086111
합창석,G블록,3,18,합창석 G블록3열 18,25,-1195,400,합창석 G블록3열 17,1260.4165977961413,51.86248952195921,30.57977903086111
합창석,G블록,3,19,합창석 G블록3열 19,75,-1195,400,합창석 G블록3열 16,1262.3985107722522,51.78058897495049,30.79993126293972
합창석,G블록,3,20,합창석 G블록3열 20,125,-1195,400,합창석 G블록3열 15,1266.3530313463145,51.61733949254442,31.212167754680436
합창석,G블록,3,21,합창석 G블록3열 21,175,-1195,400,합창석 G블록3열 14,1272.2617655184015,51.37383995550344,31.767639591273575
합창석,G블록,3,22,합창석 G블록3열 22,225,-1195,400,합창석 G블록3열 13,1280.097652524994,51.05172765761518,32.40790309167519
합창석,G블록,3,23,합창석 G블록3열 23,275,-1195,400,합창석 G블록3열 12,1289.8255696023398,50.653164617912736,33.075647608517215
합창석,G블록,3,24,합창석 G블록3열 24,325,-1195,400,합창석 G블록3열 11,1301.4030889774313,50.18081864336352,33.722098166677256
합창석,G블록,3,25,합창석 G블록3열 25,375,-1195,400,합창석 G블록3열 10,1314.7813506435205,49.63783868973022,34.31044270197986
합창석,G블록,3,26,합창석 G블록3열 26,425,-1195,400,합창석 G블록3열 9,1329.9060117166175,49.02782411219156,34.81612267362031
합창석,G블록,3,27,합창석 G블록3열 27,475,-1195,400,합창석 G블록3열 8,1346.7182333361347,48.35478752493822,35.225281838030654
합창석,G블록,3,28,합창석 G블록3열 28,525,-1195,400,합창석 G블록3열 7,1365.1556687792056,47.62311119717644,35.53247515034524
합창석,G블록,3,29,합창석 G블록3열 29,575,-1195,400,합창석 G블록3열 6,1385.1534211054022,46.83749718951702,35.73834153801593
합창석,G블록,3,30,합창석 G블록3열 30,625,-1195,400,합창석 G블록3열 5,1406.6449445400215,46.00291175868692,35.84759011662745
합창석,G블록,3,31,합창석 G블록3열 31,675,-1195,400,합창석 G블록3열 4,1429.562870250903,45.124524901871084,35.86741473798692
합창석,G블록,3,32,합창석 G블록3열 32,725,-1195,400,합창석 G블록3열 3,1453.8397435756115,44.20764624236375,35.80632535541999
합창석,G블록,3,33,합창석 G블록3열 33,775,-1195,400,합창석 G블록3열 2,1479.4086656498941,43.2576587423387,35.67333107367131
합창석,G블록,3,34,합창석 G블록3열 34,825,-1195,400,합창석 G블록3열 1,1506.2038374668948,42.27995193635581,35.477396849706686
합창석,H블록,3,1,합창석 H블록3열 1,965,-1100,400,합창석 F블록3열 24,1516.9789055883407,40.64215170976644,37.59818573096809
합창석,H블록,3,2,합창석 H블록3열 2,982,-1048,400,합창석 F블록3열 23,1490.848080791601,40.887110700117674,39.01591864227466
합창석,H블록,3,3,합창석 H블록3열 3,999,-996,400,합창석 F블록3열 22,1466.2936268019444,41.078719314978905,40.36152006982685
합창석,H블록,3,4,합창석 H블록3열 4,1016,-945,400,합창석 F블록3열 21,1444.0502068834032,41.19845241163615,41.59115240477406
합창석,H블록,3,5,합창석 H블록3열 5,1033,-893,400,합창석 F블록3열 20,1422.8626075626557,41.26098402671169,42.75084949723837
합창석,H블록,3,6,합창석 H블록3열 6,1050,-841,400,합창석 F블록3열 19,1403.4888670737648,41.245878104551224,43.798478178424325
합창석,H블록,3,7,합창석 H블록3열 7,1066,-789,400,합창석 F블록3열 18,1385.235359063578,41.17690356092761,44.747913192788275
합창석,H블록,3,8,합창석 H블록3열 8,1083,-737,400,합창석 F블록3열 17,1369.6926662576536,40.98005586768239,45.54480926691137
합창석,H블록,3,9,합창석 H블록3열 9,1100,-686,400,합창석 F블록3열 16,1356.6856673526113,40.67157023744858,46.18504853877904
합창석,H블록,3,10,합창석 H블록3열 10,1117,-634,400,합창석 F블록3열 15,1345.2304635266032,40.25333605920583,46.707746562407294
합창석,H블록,3,11,합창석 H블록3열 11,1134,-582,400,합창석 F블록3열 14,1335.919159230827,39.70911722248921,47.088823560240606
합창석,H블록,3,12,합창석 H블록3열 12,1151,-530,400,합창석 F블록3열 13,1328.7968241984927,39.0301657547047,47.328690130835476
합창석,H블록,3,13,합창석 H블록3열 13,1168,-478,400,합창석 F블록3열 12,1323.89878767223,38.209283050554944,47.42964988877222
합창석,H블록,3,14,합창석 H블록3열 14,1185,-427,400,합창석 F블록3열 11,1321.5725481410395,37.24729129628503,47.387486680385
합창석,H블록,3,15,합창석 H블록3열 15,1202,-375,400,합창석 F블록3열 10,1321.1468502781968,36.13425216772837,47.226620720503995
합창석,H블록,3,16,합창석 H블록3열 16,1219,-323,400,합창석 F블록3열 9,1322.985260688871,34.87671000205146,46.94317677162075
합창석,H블록,3,17,합창석 H블록3열 17,1235,-271,400,합창석 F블록3열 8,1326.1470506697212,33.530002607432586,46.5755225188784
합창석,H블록,3,18,합창석 H블록3열 18,1252,-219,400,합창석 F블록3열 7,1332.4657594099745,32.01940646726043,46.070963813158656
합창석,H블록,3,19,합창석 H블록3열 19,1269,-168,400,합창석 F블록3열 6,1341.1133434575916,30.433118085948852,45.47270156160492
합창석,H블록,3,20,합창석 H블록3열 20,1286,-116,400,합창석 F블록3열 5,1351.7588542339938,28.773986621683015,44.78678060248466
합창석,H블록,3,21,합창석 H블록3열 21,1303,-64,400,합창석 F블록3열 4,1364.5163978494359,27.10180858321724,44.02425566679224
합창석,H블록,3,22,합창석 H블록3열 22,1320,-12,400,합창석 F블록3열 3,1379.3273723086916,25.46954996574158,43.195382576328
합창석,H블록,3,23,합창석 H블록3열 23,1337,40,400,합창석 F블록3열 2,1396.12642693991,23.93560091868758,42.310311836585846
합창석,H블록,3,24,합창석 H블록3열 24,1354,91,400,합창석 F블록3열 1,1414.7780744696322,22.571602773540278,41.38947992821922
합창석,F블록,4,1,합창석 F블록4열 1,-1451,65,450,합창석 H블록4열 12,1520.5676571596543,21.126258827986327,39.111741296844656
합창석,F블록,4,2,합창석 F블록4열 2,-1435,19,450,합창석 H블록4열 11,1504.0232710965613,22.17194753864766,39.81664318084516
합창석,F블록,4,3,합창석 F블록4열 3,-1420,-28,450,합창석 H블록4열 10,1489.8603961445515,23.294284880106893,40.47258116577978
합창석,F블록,4,4,합창석 F블록4열 4,-1405,-74,450,합창석 H블록4열 9,1477.1597747027909,24.470169684660014,41.08198449758862
합창석,F블록,4,5,합창석 F블록4열 5,-1390,-121,450,합창석 H블록4열 8,1466.0289901635642,25.700208480819644,41.650385813093614
합창석,F블록,4,6,합창석 F블록4열 6,-1375,-168,450,합창석 H블록4열 7,1456.4851526877985,26.942926824274647,42.165831822718836
합창석,F블록,4,7,합창석 F블록4열 7,-1359,-214,450,합창석 H블록4열 6,1447.4726249570317,28.196873502522596,42.647469189535194
합창석,F블록,4,8,합창석 F블록4열 8,-1344,-261,450,합창석 H블록4열 5,1441.165153617031,29.395032884374313,43.042053272163535
합창석,F블록,4,9,합창석 F블록4열 9,-1329,-307,450,합창석 H블록4열 4,1436.3112476061726,30.529827788404983,43.36938052238179
합창석,F블록,4,10,합창석 F블록4열 10,-1314,-354,450,합창석 H블록4열 3,1433.322015459192,31.611586846492763,43.621568746900294
합창석,F블록,4,11,합창석 F블록4열 11,-1299,-401,450,합창석 H블록4열 2,1432.027234377894,32.61662993027511,43.794687772752155
합창석,F블록,4,12,합창석 F블록4열 12,-1283,-447,450,합창석 H블록4열 1,1431.2225543220034,33.568498239960405,43.918793037098105
합창석,G블록,4,1,합창석 G블록4열 1,-900,-1295,450,합창석 G블록4열 37,1639.9771339869346,39.19435677675711,31.848846468541094
합창석,G블록,4,2,합창석 G블록4열 2,-850,-1295,450,합창석 G블록4열 36,1613.0793532867501,40.07321788185008,31.96020365628448
합창석,G블록,4,3,합창석 G블록4열 3,-800,-1295,450,합창석 G블록4열 35,1587.3011686507384,40.932295639261206,32.0205265470331
합창석,G블록,4,4,합창석 G블록4열 4,-750,-1295,450,합창석 G블록4열 34,1562.6979874563094,41.76731266335078,32.023925700161065
합창석,G블록,4,5,합창석 G블록4열 5,-700,-1295,450,합창석 G블록4열 33,1539.326151275291,42.57394000077537,31.964660517706953
합창석,G블록,4,6,합창석 G블록4열 6,-650,-1295,450,합창석 G블록4열 32,1517.2425646547094,43.347844086629415,31.837476838067158
합창석,G블록,4,7,합창석 G블록4열 7,-600,-1295,450,합창석 G블록4열 31,1496.5042599337964,44.084735268457365,31.63807545279033
합창석,G블록,4,8,합창석 G블록4열 8,-550,-1295,450,합창석 G블록4열 30,1477.1678983785155,44.7804167807724,31.363738380230114
합창석,G블록,4,9,합창석 G블록4열 9,-500,-1295,450,합창석 G블록4열 29,1459.289210540529,45.430833072771755,31.014132205885694
합창석,G블록,4,10,합창석 G블록4열 10,-450,-1295,450,합창석 G블록4열 28,1442.922381834865,46.03211646763611,30.592287522964945
합창석,G블록,4,11,합창석 G블록4열 11,-400,-1295,450,합창석 G블록4열 27,1428.1193927679856,46.58063125452079,30.105712687962008
합창석,G블록,4,12,합창석 G블록4열 12,-350,-1295,450,합창석 G블록4열 26,1414.9293268569988,47.07301447139848,29.5675302455296
합창석,G블록,4,13,합창석 G블록4열 13,-300,-1295,450,합창석 G블록4열 25,1403.3976628169223,47.506212813009334,28.997420817324667
합창석,G블록,4,14,합창석 G블록4열 14,-250,-1295,450,합창석 G블록4열 24,1393.565570757257,47.87751527719011,28.422031215760057
합창석,G블록,4,15,합창석 G블록4열 15,-200,-1295,450,합창석 G블록4열 23,1385.4692345916599,48.18458132956822,27.874390438506225
합창석,G블록,4,16,합창석 G블록4열 16,-150,-1295,450,합창석 G블록4열 22,1379.1392242989828,48.42546450824767,27.391864421300138
합창석,G블록,4,17,합창석 G블록4열 17,-100,-1295,450,합창석 G블록4열 21,1374.59994180125,48.59863149750428,27.012391288466347
합창석,G블록,4,18,합창석 G블록4열 18,-50,-1295,450,합창석 G블록4열 20,1371.8691628577412,48.702976767753064,26.769263667549104
합창석,G블록,4,19,합창석 G블록4열 19,0,-1295,450,합창석 G블록4열 19,1370.957694460336,48.73783290773048,26.68547650549486
합창석,G블록,4,20,합창석 G블록4열 20,50,-1295,450,합창석 G블록4열 18,1371.8691628577412,48.702976767753064,26.769263667549104
합창석,G블록,4,21,합창석 G블록4열 21,100,-1295,450,합창석 G블록4열 17,1374.59994180125,48.59863149750428,27.012391288466347
합창석,G블록,4,22,합창석 G블록4열 22,150,-1295,450,합창석 G블록4열 16,1379.1392242989828,48.42546450824767,27.391864421300138
합창석,G블록,4,23,합창석 G블록4열 23,200,-1295,450,합창석 G블록4열 15,1385.4692345916599,48.18458132956822,27.874390438506225
합창석,G블록,4,24,합창석 G블록4열 24,250,-1295,450,합창석 G블록4열 14,1393.565570757257,47.87751527719011,28.422031215760057
합창석,G블록,4,25,합창석 G블록4열 25,300,-1295,450,합창석 G블록4열 13,1403.3976628169223,47.506212813009334,28.997420817324667
합창석,G블록,4,26,합창석 G블록4열 26,350,-1295,450,합창석 G블록4열 12,1414.9293268569988,47.07301447139848,29.5675302455296
합창석,G블록,4,27,합창석 G블록4열 27,400,-1295,450,합창석 G블록4열 11,1428.1193927679856,46.58063125452079,30.105712687962008
합창석,G블록,4,28,합창석 G블록4열 28,450,-1295,450,합창석 G블록4열 10,1442.922381834865,46.03211646763611,30.592287522964945
합창석,G블록,4,29,합창석 G블록4열 29,500,-1295,450,합창석 G블록4열 9,1459.289210540529,45.430833072771755,31.014132205885694
합창석,G블록,4,30,합창석 G블록4열 30,550,-1295,450,합창석 G블록4열 8,1477.1678983785155,44.7804167807724,31.363738380230114
합창석,G블록,4,31,합창석 G블록4열 31,600,-1295,450,합창석 G블록4열 7,1496.5042599337964,44.084735268457365,31.63807545279033
합창석,G블록,4,32,합창석 G블록4열 32,650,-1295,450,합창석 G블록4열 6,1517.2425646547094,43.347844086629415,31.837476838067158
합창석,G블록,4,33,합창석 G블록4열 33,700,-1295,450,합창석 G블록4열 5,1539.326151275291,42.57394000077537,31.964660517706953
합창석,G블록,4,34,합창석 G블록4열 34,750,-1295,450,합창석 G블록4열 4,1562.6979874563094,41.76731266335078,32.023925700161065
합창석,G블록,4,35,합창석 G블록4열 35,800,-1295,450,합창석 G블록4열 3,1587.3011686507384,40.932295639261206,32.0205265470331
합창석,G블록,4,36,합창석 G블록4열 36,850,-1295,450,합창석 G블록4열 2,1613.0793532867501,40.07321788185008,31.96020365628448
합창석,G블록,4,37,합창석 G블록4열 37,900,-1295,450,합창석 G블록4열 1,1639.9771339869346,39.19435677675711,31.848846468541094
합창석,H블록,4,1,합창석 H블록4열 1,1283,-447,450,합창석 F블록4열 12,1431.2225543220034,33.568498239960405,43.918793037098105
합창석,H블록,4,2,합창석 H블록4열 2,1299,-401,450,합창석 F블록4열 11,1432.027234377894,32.61662993027511,43.794687772752155
합창석,H블록,4,3,합창석 H블록4열 3,1314,-354,450,합창석 F블록4열 10,1433.322015459192,31.611586846492763,43.621568746900294
합창석,H블록,4,4,합창석 H블록4열 4,1329,-307,450,합창석 F블록4열 9,1436.3112476061726,30.529827788404983,43.36938052238179
합창석,H블록,4,5,합창석 H블록4열 5,1344,-261,450,합창석 F블록4열 8,1441.165153617031,29.395032884374313,43.042053272163535
합창석,H블록,4,6,합창석 H블록4열 6,1359,-214,450,합창석 F블록4열 7,1447.4726249570317,28.196873502522596,42.647469189535194
합창석,H블록,4,7,합창석 H블록4열 7,1375,-168,450,합창석 F블록4열 6,1456.4851526877985,26.942926824274647,42.165831822718836
합창석,H블록,4,8,합창석 H블록4열 8,1390,-121,450,합창석 F블록4열 5,1466.0289901635642,25.700208480819644,41.650385813093614
합창석,H블록,4,9,합창석 H블록4열 9,1405,-74,450,합창석 F블록4열 4,1477.1597747027909,24.470169684660014,41.08198449758862
합창석,H블록,4,10,합창석 H블록4열 10,1420,-28,450,합창석 F블록4열 3,1489.8603961445515,23.294284880106893,40.47258116577978
합창석,H블록,4,11,합창석 H블록4열 11,1435,19,450,합창석 F블록4열 2,1504.0232710965613,22.17194753864766,39.81664318084516
합창석,H블록,4,12,합창석 H블록4열 12,1451,65,450,합창석 F블록4열 1,1520.5676571596543,21.126258827986327,39.111741296844656
2층,A블록,1,1,2층 A블록1열 1,1597,1573,633,2층 E블록1열 17,2329.2546017986097,26.984265887153516,17.948129736669728
2층,A블록,1,2,2층 A블록1열 2,1559,1612,633,2층 E블록1열 16,2330.1746715643444,27.617716506395524,17.538546300646818
2층,A블록,1,3,2층 A블록1열 3,1522,1651,633,2층 E블록1열 15,2333.0182168170054,28.19968079545521,17.11632034475143
2층,A블록,1,4,2층 A블록1열 4,1485,1690,633,2층 E블록1열 14,2337.095205591762,28.74597598053066,16.68276085966011
2층,A블록,1,5,2층 A블록1열 5,1448,1730,633,2층 E블록1열 13,2343.137426614154,29.251648893475572,16.229287588297588
2층,A블록,1,6,2층 A블록1열 6,1411,1769,633,2층 E블록1열 12,2349.6746583303825,29.721783222879168,15.777465208691211
2층,A블록,1,7,2층 A블록1열 7,1373,1808,633,2층 E블록1열 11,2356.8372875529612,30.16900531219319,15.316400797009845
2층,A블록,1,8,2층 A블록1열 8,1336,1847,633,2층 E블록1열 10,2365.7966945618973,30.559960258913353,14.851809279198577
2층,A블록,1,9,2층 A블록1열 9,1299,1887,633,2층 E블록1열 9,2376.732841528471,30.904905058888808,14.373946599102004
2층,A블록,1,10,2층 A블록1열 10,1262,1926,633,2층 E블록1열 8,2388.0554851175466,31.215512416803854,13.903127723540399
2층,A블록,1,11,2층 A블록1열 11,1225,1965,633,2층 E블록1열 7,2400.5289000551525,31.48660779182616,13.43130314364132
2층,A블록,1,12,2층 A블록1열 12,1187,2005,633,2층 E블록1열 6,2414.4736486447723,31.724896487994453,12.94763746508106
2층,A블록,1,13,2층 A블록1열 13,1150,2044,633,2층 E블록1열 5,2429.2231268452883,31.917831704607416,12.478075294154445
2층,A블록,1,14,2층 A블록1열 14,1113,2083,633,2층 E블록1열 4,2445.0658477840634,32.073538630001266,12.011662613398926
2층,A블록,1,15,2층 A블록1열 15,1076,2122,633,2층 E블록1열 3,2461.98070666689,32.193131538315974,11.549658050683606
2층,A블록,1,16,2층 A블록1열 16,1039,2162,633,2층 E블록1열 2,2480.8172040680465,32.268612144398645,11.085764400528632
2층,A블록,1,17,2층 A블록1열 17,1001,2201,633,2층 E블록1열 1,2499.4181322859927,32.33054754239949,10.631902171304727
2층,B블록,1,1,2층 B블록1열 1,842,2281,633,2층 D블록1열 9,2512.4915920257326,33.129591906507954,9.343579503992448
2층,B블록,1,2,2층 B블록1열 2,787,2286,633,2층 D블록1열 8,2499.170662439842,33.57469290562494,9.044810289623708
2층,B블록,1,3,2층 B블록1열 3,732,2292,633,2층 D블록1열 7,2487.9262448874965,33.98149936809166,8.736886658663897
2층,B블록,1,4,2층 B블록1열 4,677,2297,633,2층 D블록1열 6,2476.93903841011,34.37121454809874,8.43452662703854
2층,B블록,1,5,2층 B블록1열 5,622,2302,633,2층 D블록1열 5,2467.139436675601,34.73074969996917,8.13387726591137
2층,B블록,1,6,2층 B블록1열 6,567,2305,633,2층 D블록1열 4,2456.6650158293864,35.084490320453334,7.849179548715341
2층,B블록,1,7,2층 B블록1열 7,511,2309,633,2층 D블록1열 3,2448.119890855021,35.39921371717959,7.561241445142895
2층,B블록,1,8,2층 B블록1열 8,456,2312,633,2층 D블록1열 2,2440.075613582497,35.686676072489625,7.2943224815796555
2층,B블록,1,9,2층 B블록1열 9,401,2315,633,2층 D블록1열 1,2433.2519392779695,35.93931326385598,7.041643862936482
2층,C블록,1,1,2층 C블록1열 1,250,2320,633,2층 C블록1열 11,2417.7652905110535,36.49212537811601,6.4700328340208815
2층,C블록,1,2,2층 C블록1열 2,200,2322,633,2층 C블록1열 10,2415.030641627555,36.60764414976518,6.323686098470901
2층,C블록,1,3,2층 C블록1열 3,150,2322,633,2층 C블록1열 9,2411.4047773030557,36.720997777701726,6.213963573892944
2층,C블록,1,4,2층 C블록1열 4,100,2323,633,2층 C블록1열 8,2409.7755082164813,36.78729490870127,6.128923900528685
2층,C블록,1,5,2층 C블록1열 5,50,2324,633,2층 C블록1열 7,2409.1834716351514,36.8211055234128,6.075267640114016
2층,C블록,1,6,2층 C블록1열 6,0,2325,633,2층 C블록1열 6,2409.629432091167,36.822318453674264,6.054173367741418
2층,C블록,1,7,2층 C블록1열 7,-50,2324,633,2층 C블록1열 5,2409.1834716351514,36.8211055234128,6.075267640114016
2층,C블록,1,8,2층 C블록1열 8,-100,2323,633,2층 C블록1열 4,2409.7755082164813,36.78729490870127,6.128923900528685
2층,C블록,1,9,2층 C블록1열 9,-150,2322,633,2층 C블록1열 3,2411.4047773030557,36.720997777701726,6.213963573892944
2층,C블록,1,10,2층 C블록1열 10,-200,2322,633,2층 C블록1열 2,2415.030641627555,36.60764414976518,6.323686098470901
2층,C블록,1,11,2층 C블록1열 11,-250,2320,633,2층 C블록1열 1,2417.7652905110535,36.49212537811601,6.4700328340208815
2층,D블록,1,1,2층 D블록1열 1,-401,2315,633,2층 B블록1열 9,2433.2519392779695,35.93931326385598,7.041643862936482
2층,D블록,1,2,2층 D블록1열 2,-456,2312,633,2층 B블록1열 8,2440.075613582497,35.686676072489625,7.2943224815796555
2층,D블록,1,3,2층 D블록1열 3,-511,2309,633,2층 B블록1열 7,2448.119890855021,35.39921371717959,7.561241445142895
2층,D블록,1,4,2층 D블록1열 4,-567,2305,633,2층 B블록1열 6,2456.6650158293864,35.084490320453334,7.849179548715341
2층,D블록,1,5,2층 D블록1열 5,-622,2302,633,2층 B블록1열 5,2467.139436675601,34.73074969996917,8.13387726591137
2층,D블록,1,6,2층 D블록1열 6,-677,2297,633,2층 B블록1열 4,2476.93903841011,34.37121454809874,8.43452662703854
2층,D블록,1,7,2층 D블록1열 7,-732,2292,633,2층 B블록1열 3,2487.9262448874965,33.98149936809166,8.736886658663897
2층,B블록,2,8,2층 B블록2열 8,512,2409,675,2층 D블록2열 3,2553.6346645516855,33.93957080950552,7.267075580010547
2층,B블록,2,9,2층 B블록2열 9,459,2412,675,2층 D블록2열 2,2546.3797831431193,34.18282443269402,7.037747905627177
2층,E블록,1,1,2층 E블록1열 1,-1001,2201,633,2층 A블록1열 17,2499.4181322859927,32.33054754239949,10.631902171304727
2층,E블록,1,2,2층 E블록1열 2,-1039,2162,633,2층 A블록1열 16,2480.8172040680465,32.268612144398645,11.085764400528632
2층,E블록,1,3,2층 E블록1열 3,-1076,2122,633,2층 A블록1열 15,2461.98070666689,32.193131538315974,11.549658050683606
2층,E블록,1,4,2층 E블록1열 4,-1113,2083,633,2층 A블록1열 14,2445.0658477840634,32.073538630001266,12.011662613398926
2층,E블록,1,5,2층 E블록1열 5,-1150,2044,633,2층 A블록1열 13,2429.2231268452883,31.917831704607416,12.478075294154445
2층,E블록,1,6,2층 E블록1열 6,-1187,2005,633,2층 A블록1열 12,2414.4736486447723,31.724896487994453,12.94763746508106
2층,E블록,1,7,2층 E블록1열 7,-1225,1965,633,2층 A블록1열 11,2400.5289000551525,31.48660779182616,13.43130314364132
2층,E블록,1,8,2층 E블록1열 8,-1262,1926,633,2층 A블록1열 10,2388.0554851175466,31.215512416803854,13.903127723540399
2층,E블록,1,9,2층 E블록1열 9,-1299,1887,633,2층 A블록1열 9,2376.732841528471,30.904905058888808,14.373946599102004
2층,E블록,1,10,2층 E블록1열 10,-1336,1847,633,2층 A블록1열 8,2365.7966945618973,30.559960258913353,14.851809279198577
2층,E블록,1,11,2층 E블록1열 11,-1373,1808,633,2층 A블록1열 7,2356.8372875529612,30.16900531219319,15.316400797009845
2층,E블록,1,12,2층 E블록1열 12,-1411,1769,633,2층 A블록1열 6,2349.6746583303825,29.721783222879168,15.777465208691211
2층,E블록,1,13,2층 E블록1열 13,-1448,1730,633,2층 A블록1열 5,2343.137426614154,29.251648893475572,16.229287588297588
2층,E블록,1,14,2층 E블록1열 14,-1485,1690,633,2층 A블록1열 4,2337.095205591762,28.74597598053066,16.68276085966011
2층,E블록,1,15,2층 E블록1열 15,-1522,1651,633,2층 A블록1열 3,2333.0182168170054,28.19968079545521,17.11632034475143
2층,E블록,1,16,2층 E블록1열 16,-1559,1612,633,2층 A블록1열 2,2330.1746715643444,27.617716506395524,17.538546300646818
2층,E블록,1,17,2층 E블록1열 17,-1597,1573,633,2층 A블록1열 1,2329.2546017986097,26.984265887153516,17.948129736669728
2층,A블록,2,1,2층 A블록2열 1,1672,1638,675,2층 E블록2열 18,2436.0322247458057,25.687388980137687,17.30721684004084
2층,A블록,2,2,2층 A블록2열 2,1635,1677,675,2층 E블록2열 17,2437.453384169634,26.250798768528078,16.93407731613742
2층,A블록,2,3,2층 A블록2열 3,1599,1716,675,2층 E블록2열 16,2440.713420293337,26.769667822894128,16.550209625828202
2층,A블록,2,4,2층 A블록2열 4,1562,1754,675,2층 E블록2열 15,2443.764514023395,27.27649425930911,16.16510217262628
2층,A블록,2,5,2층 A블록2열 5,1525,1793,675,2층 E블록2열 14,2448.6933250205097,27.750052453453847,15.761520741930946
2층,A블록,2,6,2층 A블록2열 6,1489,1832,675,2층 E블록2열 13,2455.396098392274,28.17573544300126,15.351668264280299
